INC000000994305;IBERIA;IBERIA;19/02/2018 10:24;;Pending;Teletipo enganchado;CSUSAS;Delivery;Delivery;Media;3-Medio;;Unidad de Operaciones Ordenadores;INCIDENT;01/03/2018;SOFTWARE FAILURE;;10;SIN IDENTIFICAR (SAN SEBASTIAN);MNG APTOS SAN SEBASTIAN-P (AHAIN0)
INC000000994306;IBERIA;IBERIA;19/02/2018 10:32;19/02/2018 10:32;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;D. ADMINISTRACIÓN Y FINA (3KEF00)
INC000000994310;IBERIA;IBERIA;19/02/2018 10:37;19/02/2018 10:37;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;19/02/2018;PERFORMANCE ISSUE;;0;NEO-MARTINEZ VILLERGAS 49;DELEG COMER CENTRO Y NORT (ACVEM0)
INC000000994312;IBERIA;IBERIA;19/02/2018 10:48;20/02/2018 11:08;Resolved;Fallo Software: Citrix no funciona;IAG EUC Support;EUC;EUC;Baja;4-Baja;Se dan permisos de administrdor y se corrige la asociación de la extensión .ICA para que lo abra citrix en lugar de IE.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;20/02/2018;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;S. MNGPLANIFICACIÓN PROGR (ACDPR0)
INC000000994313;OTHERS;BRITISH AIRWAYS;19/02/2018 10:31;19/02/2018 11:45;Resolved;TEST BA_IB 20180219;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;;Unidad Control del Servicio;INCIDENT;23/02/2018;DEFAULT;;0;SIN IDENTIFICAR;
INC000000994314;IBERIA;IBERIA;19/02/2018 10:36;20/02/2018 12:27;Resolved;PTL-FMORALES - no imprime;Soporte KONIKA/MINOLTA;KONICA;EUC;Baja;4-Baja;resuelto;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;20/02/2018;PRINTING FAILURE;;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MNG PLANIFICACIÓN ESTRAT (AMICV0)
INC000000994316;IBERIA;IBERIA;19/02/2018 10:45;19/02/2018 10:45;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000994317;IBERIA;IBERIA;19/02/2018 10:38;19/02/2018 10:38;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000994319;IBERIA;IBERIA;19/02/2018 10:50;21/02/2018 17:16;Resolved;Correo va extremadamente lento;MICROSOFT OFFICE365;EUC;EUC;Baja;4-Baja;Issue - Outlook application is very slow. Action Taken - Checked and found that there is no degradation in service from O365 end. User confirmed via mail that the issue has been fixed and thus closing this.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;21/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MNG CONTROL & CUST. SUPPO (AMICB0)
INC000000994320;IBERIA;IBERIA;19/02/2018 10:45;19/02/2018 10:45;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000994322;IBERIA;IBERIA;19/02/2018 10:53;19/02/2018 10:53;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;19/02/2018;PERFORMANCE ISSUE;;0;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MANAGER PMO DESARROLLO (ASBPC1)
INC000000994323;IBERIA;IBERIA;19/02/2018 10:53;19/02/2018 13:54;Resolved;NLP001 Falla recalculos.;PeopleSoft Apps Support;Application Tower;RRHH;Baja;4-Baja;Se modifica la parametria del calendario que está mal creado;Mantenimiento Corporativa y RRHH;INCIDENT;19/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000994324;IBERIA;IBERIA;19/02/2018 11:16;19/02/2018 12:19;Resolved;Error at NAS: Unable to access;IAG EUC Remote Support;EUC;EUC;Media;2-Alta;Resolution : Called the user. Took remote. Mapped the NAS drive. Its working fine hence we are closing the ticket with users confirmation.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;19/02/2018;ACCESS FAILURE;;0;SIN IDENTIFICAR (MADRID BARAJAS);REVENUE ACCOUNTING CARGO (3KEMI0TC)
INC000000994326;IBERIA;IBERIA;19/02/2018 10:52;20/02/2018 14:29;Resolved;LINUX_sun - apliwebl1.ib : Pool JDBC Aeropuertos1^Aeropuertos1^IBCONECTPRO+bdl+ibutf8 no Activo. Avi;NIIT_MTO_IBCONECTA;Application Tower;Comercial y CRM;Media;3-Medio;"Issue:: we are getting ""Reached maximum capacity of pool"" in IBCONECTA logs. Impact:: If error messages will not resolve on time , the application would have not been able to create new connections as the pool would have depleted. Analysis:: We check the blocking session on DB, we also checked in concerned logs for the specified errors, There are no errors now. There is sufficient memory. Latest logs are as below: ""####<ene 30, 2018 3:51:21 PM CET> <Info> <Health> <apliwebl2.ib> <Aeropuertos2> <weblogic.GCMonitor> <<anonymous>> <> <> <1517323881002> <BEA-310002> <46% of the total memory in the server is free>"" Steps Taken to Resolve:: We have monitor the IBCONECTA logs after sometime we found that the memory gets free automatically. Problem Ticket Required? (Yes, No).:: No, because this is a pseudo alarm and this is handled internally by the system, we need this as it monitors the error in advance and sends us alarm as incidents. Can this incident be prevented? (Yes, No) :: No, This is an alarm which is raised by the system and is handled internally, but we need to look if the handler is not done, which is not the case here.";Mantenimiento Comercial y CRM;INCIDENT;21/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;MANDOS;
INC000000994329;IBERIA;IBERIA;19/02/2018 12:00;20/02/2018 11:26;Resolved;ApriceL - ERROR EJECUCIÓN INFARE DIARIO;NIIT_MTO_GESING;Application Tower;REVENUE MANAGEMENT;Baja;4-Baja;Issue: we got an Error in process of obtaining the daily file of infare Impact:If This PROCESS fails, user will not receive file. analysis: we have investigated and find that file for the date 8/2/2018 is not available on the below loaction /IBairprice/INFARE/Infare_Diario/datos/input resolution: we have investigated the issue and find that INFARE daily process has fail due to late arrival of the file. we have re-run the below process sh /IBairprice/INFARE/Infare_Diario/bin/sh/infare.sh & and and got the Ok Email indicating that daily file of infare has successfully ran. Problem ticket required: NO, this is due to file has not present on the required location. Can this issue be prevented: No, File was not present on source location. we have investigated the issue and find that INFARE daily process has fail due to late arrival of the file. we have re-run the below process sh /IBairprice/INFARE/Infare_Diario/bin/sh/infare.sh &;Mantenimiento Pasaje;INCIDENT;20/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000994330;IAG CARGO;IBERIA;19/02/2018 10:56;;Assigned;[CARGO PORTAL] Flight ePouch - Flight ePouch Issue - Fix02;CARGO_DES_PORTAL;Delivery;Delivery;Media;3-Medio;;Unidad Sistemas Carga;INCIDENT;19/02/2018;SOFTWARE FAILURE;;10;SIN IDENTIFICAR;
INC000000994332;IBERIA;IBERIA;19/02/2018 10:55;20/02/2018 14:36;Resolved;LINUX_sun - ERROR en APLICACI?N=IBConecta, CI=HUB003. Avisar Oncall CRM;NIIT_MTO_IBCONECTA;Application Tower;Comercial y CRM;Baja;4-Baja;<ISSUE>:: Errors in application , application was giving intermittent errors.The logs genarted by Ibconecta showed that there were connectivity errors. <IMPACT>:: If error messages will not resolve on time , the application would have not been able to create new connections with the Database and hence no new notifications from IbConecta <ANALYSIS>:: As per the support document incident we request DBA team to check the errors, we check the blocking session on DB, we also checked in concerned logs for the specified errors but more often than not the connectivity is restored itself. <STEPS TAKEN TO RESOLVE>:: As said, we moitored the database for a while and the connectivity was restored. We checked in the logs to verify the connection. <PROBLEM TICKET REQUIRED? (Yes, No).>:: NO, because its a pseudo Alarm and we have already worked with Database team to extend the pool size. <CAN THIS INCIDENT BE PREVENTED? (Yes, No)> :: No, Its an intermittent issue, when the databse connectivity is lost and Ibconnecta keeps polling for the connection.We had already asked DBS to increase the Pool size.;Mantenimiento Comercial y CRM;INCIDENT;20/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;MANDOS;
INC000000994334;IBERIA;IBERIA;19/02/2018 10:58;;Assigned;P09: Problemas Billetes free;CKI;Application Tower;PSS;Baja;4-Baja;"[2/22/2018], NIIT.SKULYANA, The incident seems to be an error from Resiber when we have a pnr with 2 children with same surname. When trying to checkin such pnr, the error comes as no valid ET coupon found from Resiber but in ETKD response, the status comes as open for use. Reference Data for Resiber Team : Kibana URL of Error : https://ibisvista.corp.iberia.es/goto/0d6d324eb4f0c912aaf317c069fb8fb5 PID: P44584 Time : February 12th 2018, 11:16:35.723 To February 12th 2018, 11:31:58.290 Also I created a similar PNR in PreLive and the same response from resiber was recieved. https://ibisvista.corp.iberia.es/goto/0d6d324eb4f0c912aaf317c069fb8fb5 PreLive : PD:IB432/22FEBMAD,PNRJ86RAY OP/NAM 319/NJY1 GTD/???? POS/GATE BDT0600 SD0630 ED0630 SA0730 FT0100 TOTAL PAX: 4 1. 1ATEST/AA K4 SN9E Y BIO CHD PSM CRS ET 2. 1ATEST/BB K4 SN8D Y BIO CHD PSM CRS ET 3. 1ATEST/CC K4 SN9D Y BIO CRS ET 4. 1BTEST/BB K4 SN8E Y BIO CRS ET >>PF 1PD,0/0,F1,NOBP,NO;4PD,0/0,M1,NOBP,NO;3PD,0/0,M1,NOBP,NO;2PD,0/0,M1,NOBP,NO NO VALID ET COUPON FOUND, PAX: ATEST/AA ETKD:TN/0752000300149 For this case PNR data is : NBWTJ/RP/MUC1A/RRDZCJ/MADIB08EB/7849167/MAD/IB/A/ES//SU/QLM516 1.CASALSALINERO/SILVIA 2.FIORINICASAL/ISMAEL 3.FIORINICASAL/ALESSANDRO 4. IB3405 Y 20FEB18 ORYMAD SA3 1505 1705 *ET* 5.CT/P AMADEUS-H 6.CT/TBA 7.CT/P 639165761-H 8.SSR CHLD IB HK1 /P2 9.SSR CHLD IB HK1 /P3 10.SSR CTCE IB HK1 /SCSALINERO//YAHOO.ES/FR/P3 11.SSR CTCE IB HK1 /SCSALINERO//YAHOO.ES/FR/P2 12.SSR CTCE IB HK1 /SCSALINERO//YAHOO.ES/FR/P1 13.SSR CTCM IB HK1 /33659209141/FR/P3 14.SSR CTCM IB HK1 /33659209141/FR/P2 15.SSR CTCM IB HK1 /33659209141/FR/P1 16.SSR CTCM IB HK1 /330659209141/FR/P3 For Similar Duplicate Case(INC000000994334) PNR Data is : NSWEV/RP/MUC1A/PQ9IX8/MADIB08EC/7849167/MAD/IB/A/ES//SU/QLM517 1.FERNANDEZGARCIA/MARIA MERCEDES 2.PIERRADFERNANDEZ/PABLO 3.PIERRADFERNANDEZ/MARCOS 4.PIERRADFERNANDEZ/LAURA 5.PIERRADGONZALEZ/JAVIER 6. IB6123 J 14FEB MADMIA HK5 1135 1540 *ET* 7. IB6124 J 17FEB MIAMAD HK5 1715 0750+1*ET* 8.CT/P AMADEUS-H 9.SSR ADPI 1A HK5 DOCS DATA REQUIRED AS PER USA LEGISLATION 10.SSR ADPI 1A HK5 DOCS DATA REQUIRED AS PER USA LEGISLATION 11.SSR ADPI 1A HK5 DOCS DATA REQUIRED AS PER USA LEGISLATION 12.SSR ADPI 1A HK5 DOCS DATA REQUIRED AS PER USA LEGISLATION 13.SSR ADPI 1A HK5 DOCS DATA REQUIRED AS PER USA LEGISLATION 14.SSR ADPI 1A HK5 DOCS DATA REQUIRED AS PER USA LEGISLATION 15.SSR CHLD IB HK1 /P3 16.SSR CHLD IB HK1 /P4 17.SSR RQST IB HK1 MADMIA6123 J14FEB 08LNW/P5 18.SSR RQST IB HK1 MADMIA6123 J14FEB 06DNA/P1 19.SSR RQST IB HK1 M";Mantenimiento Pasaje;INCIDENT;22/02/2018;SOFTWARE FAILURE;;10;SIN IDENTIFICAR (VUELO);FLOTA A340 (AVVIL0A0)
INC000000994337;IBERIA;IBERIA;19/02/2018 11:07;20/02/2018 11:07;Resolved;[GPR009] Remedy does not respond or it is too slow;Remedy /BMC Support;Application Tower;HerramientasIT;Media;3-Medio;Restarted Remedy Mid-Tier Server arsmidl2, as it was not responding.;Mantenimiento Herramientas IT & DBAs;INCIDENT;20/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000994338;IBERIA;IBERIA;19/02/2018 11:03;19/02/2018 11:03;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);FLOTA A320 (AVVIC0A0)
INC000000994339;IBERIA;IBERIA;19/02/2018 11:08;19/02/2018 11:08;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente mediante correo electrónico.;Unidad Control del Servicio;INCIDENT;19/02/2018;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000994344;IBERIA;IBERIA;19/02/2018 11:16;20/02/2018 10:39;Resolved;[GENERAL] Problemas Conectividad;Conectividad de red;Network Tower;Network Tower;Media;3-Medio;[BT] Subida de tráfico en link de internet.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;20/02/2018;COMMUNICATIONS FAILURE;;1;SIN IDENTIFICAR;
INC000000994348;IBERIA;IBERIA;19/02/2018 11:16;19/02/2018 11:16;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;19/02/2018;PERFORMANCE ISSUE;;0;VELAZQUEZ 130 B.VI;PERSONAL RESERVA OTB (RESVOTB)
INC000000994349;IBERIA;IBERIA;19/02/2018 11:18;19/02/2018 11:18;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;19/02/2018;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);VERIFICACIÓN Y COORDINACI (AMICT1VC)
INC000000994351;IBERIA;IBERIA;19/02/2018 10:07;26/02/2018 12:03;Resolved;Fallo Outlook;IAG EUC Remote Support;EUC;EUC;Media;3-Medio;ACtion Taken:- Checked and found issue with mailbox. Unchecked the cache mode in problematic mailbox and tested with test emails and all seems to be and closing this case with confirmation;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;26/02/2018;SOFTWARE FAILURE;;7;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);DEPT. SUBCONTRATOS Y PROG (AMICI0AA)
INC000000994352;IBERIA;IBERIA;19/02/2018 10:17;23/02/2018 13:24;Resolved;cambiar dirección para API Luxemburgo;SYS;Application Tower;PSS;Baja;4-Baja;Se configura la direccion;Mantenimiento Pasaje;INCIDENT;23/02/2018;DEFAULT;;4;SIN IDENTIFICAR;
INC000000994353;IBERIA;IBERIA;19/02/2018 10:16;19/02/2018 10:16;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente mediante correo electrónico.;Unidad Control del Servicio;INCIDENT;19/02/2018;PERFORMANCE ISSUE;;0;NEO-MARTINEZ VILLERGAS 49;MNG. INGENIERIA MOTORES (APXA02)
INC000000994354;IBERIA;IBERIA;19/02/2018 10:27;19/02/2018 10:27;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;19/02/2018;PERFORMANCE ISSUE;;0;BCN AEROPUERTO;MNG LEAN OFFICE BCN (AMNLB3)
INC000000994355;IBERIA;IBERIA;19/02/2018 10:14;19/02/2018 10:14;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000994356;IBERIA;IBERIA;19/02/2018 10:17;22/02/2018 11:18;Resolved;No hay beneficiario;JAVA Apps Support;Application Tower;RRHH;Media;3-Medio;Asked user to send the required documents to billetesConvenio team so that they can activate the beneficiaries.;Mantenimiento Corporativa y RRHH;INCIDENT;22/02/2018;SOFTWARE FAILURE;;3;VELAZQUEZ 130 B.VI;PERSONAL RESERVA OTB (RESVOTB)
INC000000994357;IBERIA;IBERIA;19/02/2018 10:25;;Pending;error en informe calibración;PeopleSoft Apps Support;Application Tower;RRHH;Baja;4-Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;22/02/2018;DATA ISSUE;;10;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. DESARROLLO SOPORTE (ASG100)
INC000000994359;IBERIA;IBERIA;19/02/2018 10:20;19/02/2018 10:20;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente mediante correo electrónico.;Unidad Control del Servicio;INCIDENT;19/02/2018;PERFORMANCE ISSUE;;0;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. DESARROLLO SOPORTE (ASG100)
INC000000994360;IBERIA;IBERIA;19/02/2018 10:17;19/02/2018 10:17;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000994362;IBERIA;IBERIA;19/02/2018 10:37;19/02/2018 10:37;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad para poder reiniciarle la contraseña.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000000994364;IBERIA;IBERIA;19/02/2018 10:28;19/02/2018 10:28;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad para poder reiniciarle la contraseña.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000994369;IBERIA;IBERIA;19/02/2018 10:52;19/02/2018 10:52;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000994370;IBERIA;IBERIA;19/02/2018 10:41;19/02/2018 10:41;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000994371;IBERIA;IBERIA;19/02/2018 11:03;19/02/2018 11:03;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente mediante correo electrónico.;Unidad Control del Servicio;INCIDENT;19/02/2018;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000994373;IBERIA;IBERIA;19/02/2018 10:54;20/02/2018 8:10;Resolved;Fallo en proceso diario de categoria 25;DBA-ORACLE-App-Support;Application Tower;DBAs;Media;3-Medio;"""UNLIMITED"" CPU_PER_CALL profile has been assigned to the user ""AIRDCA"".";Mantenimiento Herramientas IT & DBAs;INCIDENT;20/02/2018;ACCESS FAILURE;PERMISSIONS;1;SIN IDENTIFICAR;
INC000000994374;IBERIA;IBERIA;19/02/2018 10:50;19/02/2018 12:34;Resolved;LINUX_sun - sacoml2.ib: Uso de CPU al 99.40%. // LINUX_sun – sacoml1.ib : Uso de CPU al 99.37%.;TSSUNUNISYS-BBDD;Server Tower;Server Tower;Media;3-Medio;OutOfMemoryError Se restablece el servicio;Unidad de Operaciones Ordenadores;INCIDENT;19/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000994375;IBERIA;IBERIA;19/02/2018 10:54;19/02/2018 11:21;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se desbloquea la password y se informa al usuario.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MAINTROL (AMNLR00C)
INC000000994376;IBERIA;IBERIA;19/02/2018 11:07;19/02/2018 11:07;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD UNLOCK;0;TERMINAL T4;ASIST.PAX T4_CECA_AG (AHMDS05A)
INC000000994378;IBERIA;IBERIA;19/02/2018 11:02;19/02/2018 13:30;Resolved;LINUX_sun - ERROR en APLICACI?N=IBConecta, CI=HUB003. Avisar Oncall CRM;NIIT_MTO_IBCONECTA;Application Tower;Comercial y CRM;Media;3-Medio;<ISSUE>:: Errors in application , application was giving intermittent errors.The logs genarted by Ibconecta showed that there were connectivity errors. <IMPACT>:: If error messages will not resolve on time , the application would have not been able to create new connections with the Database and hence no new notifications from IbConecta <ANALYSIS>:: As per the support document incident we request DBA team to check the errors, we check the blocking session on DB, we also checked in concerned logs for the specified errors but more often than not the connectivity is restored itself. <STEPS TAKEN TO RESOLVE>:: As said, we moitored the database for a while and the connectivity was restored. We checked in the logs to verify the connection. <PROBLEM TICKET REQUIRED? (Yes, No).>:: NO, because its a pseudo Alarm and we have already worked with Database team to extend the pool size. <CAN THIS INCIDENT BE PREVENTED? (Yes, No)> :: No, Its an intermittent issue, when the databse connectivity is lost and Ibconnecta keeps polling for the connection.We had already asked DBS to increase the Pool size.;Mantenimiento Comercial y CRM;INCIDENT;19/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000994379;IBERIA;IBERIA;19/02/2018 10:59;26/02/2018 13:47;Resolved;[PORTAL EMPLEADO] Sin la opcion Vestuario;JAVA Apps Support;Application Tower;RRHH;Baja;4-Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;26/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;7;TERMINAL T4;ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000000994381;IBERIA;IBERIA;19/02/2018 11:09;23/02/2018 14:46;Resolved;Se necesita que las aplicaciones de IBRESIBEPNDC01/02 utilicen TLS1.2;SERVICIOSRESIBER;Application Tower;PSS;Baja;4-Baja;Resuelto con el CRQ: CRQ000000108293;Mantenimiento Pasaje;INCIDENT;23/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;4;;
INC000000994383;IBERIA;IBERIA;19/02/2018 14:44;20/02/2018 7:48;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Reseteo SAP;Unidad Control del Servicio;INCIDENT;20/02/2018;ACCESS FAILURE;PASSWORD RESET;1;TALLER MOTORES;MODULOS (AMITM0BB)
INC000000994384;IBERIA;IBERIA;19/02/2018 11:03;19/02/2018 12:14;Resolved;LINUX_sun - ALERTA_NOCRI Iberia.com - ES - Desactivacion pagos de BILLETES;AM_MTO_IBCOM;Application Tower;Ib.com;Media;3-Medio;2/19/18 4:42:56 PM, NIIT.APRUSTY, We found the payment is done Successful. Please find the attached logs. we close the incident Log: 312,7T9MhKSDLm5LHpqt4y5TgCFJV10x6PnhMpSNdLspj6Bs1tpktQpY!1540984514!1519030819074,7T9MhKSDLm5LHpqt4y5TgCFJV10x6PnhMpSNdLspj6Bs1tpktQpY!1540984514!1519030819074,02/19/2018 10:12:55,194.183.96.118,ES,ES,17675862,IBPURC,IBCMTV,1490777621850-6102973669654127314,VI,460332******0103,105.88,EUR,OK,OK,,RE2EZT,125438,OnHold=false,113301000QEL4,Finalizacion sin incidencias.,ES,es,1,T,ACCEPT,F,Redsys_Resto_tarjetas,SI,NetPlus,Direct,DUAL,,,NO_APLICA,NO_APLICA,B,IBERIAJOVENR,-1,0,,,;MANTENIMIENTO IB.COM;INCIDENT;19/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000994386;IBERIA;IBERIA;19/02/2018 11:11;19/02/2018 11:11;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;SENIOR MANAGER BRAND & MA (ACFM00)
INC000000994387;IBERIA;IBERIA;19/02/2018 11:10;19/02/2018 11:10;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);LINEA PRODUCCIÓN ELECTRIC (AMICN0AF)
INC000000994389;IBERIA;IBERIA;19/02/2018 11:12;19/02/2018 14:15;Resolved;Fallo Peoplesoft:;PeopleSoft Apps Support;Application Tower;RRHH;Baja;4-Baja;Se carga en producción el dato del centro presupuestario, que no estaba incluido en la tabla de maestros y se verifica que ya se puede dar de alta en la pagina de departamentos.;Mantenimiento Corporativa y RRHH;INCIDENT;19/02/2018;DATA ISSUE;;0;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. SERV. R.H. (3YRC00)
