INC000000989042;IBERIA;08/02/2018 12:03;12/02/2018 17:45;Resolved;IMPOSIBILIDAD DE CONEXION DE LOS PILOTOS A TRAVES DE VPN A LOS SERVICIOS DE LA COMPAÑIA (EFB, NEM...;Conectividad de red;Network Tower;Network Tower;Media;[BT] Reasignamos permisos a los usuarios solicitados y enviamos correo a cliente indicandom resolucion del caso.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;12/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;4;NEO-MARTINEZ VILLERGAS 49;D. ENTRENAMIENTO TRIPULAC (AVI000)
INC000000989044;IBERIA;08/02/2018 12:22;08/02/2018 12:22;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;08/02/2018;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000989046;IBERIA;08/02/2018 12:40;08/02/2018 12:40;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;BIO AEROPUERTO;PRODUCCION_PASAJEROS (AHAIS00S)
INC000000989047;IBERIA;08/02/2018 13:35;13/02/2018 16:30;Resolved;ha desaparecido la sala PARIS de la libreta de direcciones;MICROSOFT OFFICE365;EUC;EUC;Media;Issue: Room mailbox sala_paris_mvg11s@iberia.es is getting disappeared in user's outlook. Action taken: We checked the some users already booked the room and same has been conveyed to the user. Now as per the request we have unblocked the room mailbox. Resolution: As per the request, we have unhidded the room mailbox and now user confirmed that she / he can see the roommailbox in gal. Hence proceeding to close the case with the user confirmatiion.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;13/02/2018;DATA ISSUE;;5;NEO-MARTINEZ VILLERGAS 49;D. DESALL. RED Y ALIANZAS (AD1000)
INC000000989049;IBERIA;08/02/2018 12:34;08/02/2018 13:03;Resolved;Billetes PSV CASH;TKT;Application Tower;PSS;Media;Son correctos, los billetes indicados son reemisiones con importe 0. DTR:TN0752100001110† ISSUED BY: IBERIA LINEAS AEREAS ORG/DST: MAD/MAD FCMI: 1 DOI: 27DEC17 AIRLINE DATA: M1PKZ IB/VAQM6W1ATOUR CODE: PASSENGER: RUBIO GARCIA/VICTOR JESUS EXCH: 075-2100013779C12 CONJ TKT: O FM: MAD IB 8834 A 01MAR 2050 OK A4V8IT 01MAR/01MAR 1PC OPEN FOR USE O TO: TRN IB 8815 A 07MAR 1305 OK A4V8IT 07MAR/07MAR 1PC OPEN FOR USE TO: MAD FC: MAD IB TRN IB MAD000.00NUC000.00END ROE1.000000 FARE: EUR 0.00/FOP:TKT,CASH/ TAX: /OI: 075-2100013779 MAD 20DEC1 7820644 TOTAL: NO ADC/TKTN: 075-2100001110 3;Mantenimiento Pasaje;INCIDENT;08/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000989050;IBERIA;08/02/2018 14:04;09/02/2018 12:58;Resolved;[GENERAL] Ha perdido los accesos a VPN;MICROSOFT ACTIVE DIRECTORY;Server Tower;Server Tower;Media;restored;Unidad de Operaciones Ordenadores;INCIDENT;09/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);SUPPLY CHAIN NZI (BCLTA010)
INC000000989051;IBERIA;08/02/2018 11:14;08/02/2018 11:14;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;BCN AEROPUERTO;TMA MECANICA (AMNLB0AC)
INC000000989052;IBERIA;08/02/2018 11:32;19/02/2018 12:26;Resolved;Status on 02/02/2018 Weekly twice invoice LC file not received;USCIBMAM;Application Tower;Cobol Domain;Baja;Issue: El cliente no ha recibido un fichero que espera. Impact: No pueden realizar el seguimiento correcto. Root Cause: El proceso aun no se ha ejecutado porque está pendiente del OK a un control de cuadre previo. Steps Taken: Se monitoriza el ok al CC y se informa al cliente una vez generado el fichero.;Mantenimiento COBOL;INCIDENT;19/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;11;SIN IDENTIFICAR;
INC000000989054;IBERIA;08/02/2018 10:55;08/02/2018 13:47;Resolved;Linea bloqueada;Mobiles;Network Tower;Network Tower;Media;Se rehabilita la línea y documenta en Peoplesoft;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;08/02/2018;TELEPHONY FAILURE;DEVICE;0;EDIF.103 - HANGAR 1;MNG. PROGRAMACIÓN REVISIO (AMNB01)
INC000000989056;IBERIA;08/02/2018 11:07;08/02/2018 11:07;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;IBZ AEROPUERTO;RAMPA IBIZA (AHAKIMAR)
INC000000989057;IBERIA;08/02/2018 11:14;08/02/2018 11:14;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000989059;IBERIA;08/02/2018 11:14;08/02/2018 11:14;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;08/02/2018;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR (VUELO);FLOTA A340 (AVVIL0A0)
INC000000989060;IAG CARGO;08/02/2018 11:27;09/02/2018 12:20;Resolved;VPN access - Password problem;MICROSOFT ACTIVE DIRECTORY;Server Tower;Server Tower;Media;restored;Unidad de Operaciones Ordenadores;INCIDENT;09/02/2018;ACCESS FAILURE;;1;SIN IDENTIFICAR (MADRID BARAJAS);
INC000000989061;IBERIA;08/02/2018 11:36;08/02/2018 11:36;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;08/02/2018;PERFORMANCE ISSUE;;0;TFS AEROPUERTO;PERSONAL TENERIFE SUR (AHALU0EP)
INC000000989063;IBERIA EXPRESS;08/02/2018 11:24;08/02/2018 11:24;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000989064;IBERIA;08/02/2018 11:46;08/02/2018 11:46;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD UNLOCK;0;SIN IDENTIFICAR;
INC000000989065;IBERIA;08/02/2018 11:31;08/02/2018 11:36;Resolved;[SIVA] -VERANO AND INVIRENO Files soporte a INFOGES por la incidencia INC000000987833;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Media;ACCIONES: Se revisa el proceso y se aporta la información solicitada a INFOGES IMPACTO: sin impacto en la aplicación PRUEBAS: pruebas realizadas con datos despersonalizados, resultado OK;Mantenimiento Operaciones;INCIDENT;08/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000989067;IBERIA;08/02/2018 12:33;08/02/2018 12:33;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;BIO AEROPUERTO;PRODUCCION_PASAJEROS (AHAIS00S)
INC000000989069;IBERIA;08/02/2018 11:43;08/02/2018 11:43;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000989070;IBERIA;08/02/2018 11:42;08/02/2018 16:32;Resolved;Fallo Software: Le pide retiradamente credenciales que no son suyos. Al intentar ingresar a un share;IAG EUC Remote Support;EUC;EUC;Media;Issue- IE promptd for credentials when acessing IBPROXIMA Resolution- Hence cleared the saved credentials and resetted the browser;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;08/02/2018;SOFTWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;SM. BP FINANZAS PRODUCCIÓ (1FIJ00)
INC000000989071;IBERIA;08/02/2018 11:47;16/02/2018 9:11;Resolved;Maquinas QSP;ASSECO_MTO_CKIONLINE;Application Tower;CHEKIN / RESIBER;Media;Hablamos con la isleta y nos dicen que ya funciona;Mantenimiento Pasaje;INCIDENT;16/02/2018;SOFTWARE FAILURE;;8;TERMINAL T4;U.A.C._INC.PASAJ._SPV (AHMDS07V)
INC000000989072;IBERIA;08/02/2018 12:36;08/02/2018 12:36;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000989075;IBERIA;08/02/2018 12:15;13/02/2018 20:28;Resolved;Teléfono averiado.;Cabling Maintenance;Network Tower;Network Tower;Media;RFO/RES: Se cambian los cables rizados;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;13/02/2018;TELEPHONY FAILURE;;5;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000989076;IBERIA;08/02/2018 12:01;08/02/2018 12:01;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;MNG. ASESORÍA FISCAL (3KEFF0)
INC000000989077;IBERIA;08/02/2018 12:11;08/02/2018 12:27;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;Se llama a usuaria y se resetea contraseña de Amadeus;Unidad de Operaciones Ordenadores;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000989080;IBERIA;08/02/2018 12:23;08/02/2018 12:23;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;08/02/2018;PERFORMANCE ISSUE;;0;DESCONOCIDO;MANAGER PROCESOS FINANCIE (3KEFPF)
INC000000989081;IBERIA;08/02/2018 14:01;12/02/2018 14:43;Resolved;Usuaria no recibió confirmación de compra de los vuelos.;JAVA Apps Support;Application Tower;RRHH;Baja;user didnt respond for 3 mails closing this incident;Mantenimiento Corporativa y RRHH;INCIDENT;12/02/2018;SOFTWARE FAILURE;;4;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000989082;IBERIA;08/02/2018 12:17;08/02/2018 12:17;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000989084;IBERIA;08/02/2018 12:17;09/02/2018 12:58;Resolved;Contraseña IBTERM;MICROSOFT ACTIVE DIRECTORY;Server Tower;Server Tower;Baja;restored;Unidad de Operaciones Ordenadores;INCIDENT;09/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;SIN IDENTIFICAR;
INC000000989085;IBERIA;08/02/2018 13:48;09/02/2018 7:45;Resolved;INCIDENCIA EN ADPERSONAM;PeopleSoft Apps Support;Application Tower;RRHH;Baja;Falta recalcular enero al empleado después del cambio;Mantenimiento Corporativa y RRHH;INCIDENT;09/02/2018;DATA ISSUE;;1;BCN AEROPUERTO;PERSONAL BARCELONA (AHABP0EP)
INC000000989086;IBERIA;08/02/2018 12:19;08/02/2018 18:21;Resolved;[GLE001] CFS - TESORERIA Y PAGOS module: CFS - Asignación de banco pagador SAP;FINANCE-SUPPORT-ELS;Delivery;Delivery;Media;Problema de datos en la propuesta;Mantenimiento Financiero;INCIDENT;08/02/2018;SOFTWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;TESORERIA (3KEFTE)
INC000000989089;IBERIA;08/02/2018 12:22;08/02/2018 16:41;Resolved;O365 - General Slowness;MICROSOFT OFFICE365;EUC;EUC;Media;Issue - degradation on the O365 plataform using any mail. Action Taken - Checked that there is a MS service degradation for outlook client and not for OWA. Hence called the user to check on it now. From SSI Team ,Gabi checked with the Jaun and thus now it has been restored and working fine. Hence proceeding to close this with confirmation.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;08/02/2018;PERFORMANCE ISSUE;GENERAL DEGRADATION;0;SIN IDENTIFICAR (BUDAPEST);
INC000000989090;IBERIA;08/02/2018 12:25;08/02/2018 12:25;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;TALLER MOTORES;MNG COMPLETACIÓN (AMITJ1)
INC000000989092;IBERIA;08/02/2018 12:39;08/02/2018 12:39;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;08/02/2018;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000989093;IBERIA;08/02/2018 12:32;08/02/2018 13:42;Resolved;CPA011 - CUENTA P2300;HFM Support;Application Tower;Financiero;Baja;Hola María La información ha sido cargada por Hena (U193854), el pasado día 30 de enero Veo que ha cargado información para todo el año en las cuentas hijas de P2300. Viendo que se trata de una copia de datos, he comparado con el FINPLAN y los datos son los mismos. Iberia no envía la actualización del FORECAST, sino que vamos actualizado cada mes los actuals en el scenario. Por ejemplo en enero, nuestro proceso cargará los reales de Iberia en el escenario ACT y FCST. Los datos a futuro son una copia del Financial Plan. El dato que te descuadra ya estaba en el Financial Plan.;Mantenimiento Financiero;INCIDENT;08/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000989094;IBERIA;08/02/2018 12:35;09/02/2018 12:58;Resolved;Fallo en iPad;MICROSOFT ACTIVE DIRECTORY;Server Tower;Server Tower;Baja;restored;Unidad de Operaciones Ordenadores;INCIDENT;09/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;SIN IDENTIFICAR (VUELO);FLOTA A340 (AVVIL0A0)
INC000000989096;IBERIA;08/02/2018 12:38;09/02/2018 12:58;Resolved;VPN - No puede hacer uso de la vpn desde ayer a las 7pm - mherasd@iberia.es;MICROSOFT ACTIVE DIRECTORY;Server Tower;Server Tower;Media;restored;Unidad de Operaciones Ordenadores;INCIDENT;09/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;EDIFICIO T.M.A. - ALMACENES;MNG INGENIERÍA ESTRUCTURA (AMIRT0SB)
INC000000989099;IBERIA;08/02/2018 12:49;09/02/2018 12:58;Resolved;problemas de acceso a la vpn del sistema;SSI;Service Ops Tower;Service Ops Tower;Media;Se abrió una petición REQ000000785284 y se cierra la incidencia;Unidad Control del Servicio;INCIDENT;12/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;GRX CIUDAD;DELEG COMERCIAL ANDALUCIA (ACVEDDG0)
INC000000989101;IBERIA;08/02/2018 13:23;08/02/2018 13:23;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (BOGOTA);PER.LOCAL GERENCIA COLOMB (AGCV00C0)
INC000000989102;IBERIA;08/02/2018 13:40;19/02/2018 11:54;Resolved;Fallo Peoplesoft: VOLCADO DE INCIDENCIAS MEDIANTE LA CARGA DE INCPC;AIRPORT2;Application Tower;Aeropuertos;Baja;Nos confirman que el grupo está incluido;Mantenimiento Aeropuertos;INCIDENT;19/02/2018;DATA ISSUE;;11;TERMINAL T4;PERSONAL_GEST. PERSONAL (AHMP00PA)
INC000000989103;IBERIA;08/02/2018 13:22;08/02/2018 13:22;Resolved;Transferencia de llamada;SSI;Service Ops Tower;Service Ops Tower;Baja;Se transfiere la llamada;Unidad Control del Servicio;INCIDENT;08/02/2018;COMMUNICATIONS FAILURE;;0;SIN IDENTIFICAR;
INC000000989104;IBERIA EXPRESS;08/02/2018 13:07;13/02/2018 10:57;Resolved;Fallo Software: Failure trying to map a new Outlook profile;IAG EUC Remote Support;EUC;EUC;Baja;Action Taken:- Closing this case as temporary as there is no response from user end after followups;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;13/02/2018;SOFTWARE FAILURE;;5;;
INC000000989105;IBERIA;08/02/2018 13:06;16/02/2018 13:12;Resolved;cobro LA1841144;USCVEAM;Application Tower;Financiero;Baja;Buenos días Jose Antonio, Hemos revisado el extracto bancario de 3120267 USD con código LA1841144 y está aplicado a un cobro de AR misceláneo: La contabilidad de este cobro en el libro local es la siguiente: USER_ ACCOUNT_ CP DB PERIOD_NAME CURRENCY_CODE ENTERED_DR ENTERED_CR ACCOUNTED_DR ACCOUNTED_CR DESCRIPTION DESCRIPTOR PERIODO_PRESUPUESTARIO CENTRO_DE_TESORERIA PAIS JOURNAL_NAME BATCH_NAME Importación de Asientos Creada 44042000 SL000100 101 01-18 USD 3120267 2641430,83 IATA 000000180102 01-18 CP09001U ESTADOS UNIDOS 31-ENE-2018 101 USD Cuentas a Cobrar A 805061 18595173 Importación de Asientos Creada 57339000 CP09001U 101 01-18 USD 3120267 2641430,83 IATA 000LA1841144 01-18 CP000100 ESTADOS UNIDOS 31-ENE-2018 101 USD Cuentas a Cobrar A 805061 18595173 Cualquier cosa que necesite, no dude en comentárnoslo. Gracias. Un cordial saludo. Soporte Sistemas Financieros.;Mantenimiento Financiero;INCIDENT;16/02/2018;SOFTWARE FAILURE;;8;NEO-MARTINEZ VILLERGAS 49;OTC- CUENTAS A COBRAR (3KEFPFCC)
INC000000989107;IBERIA;08/02/2018 15:05;08/02/2018 15:05;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000989108;IBERIA;08/02/2018 13:19;08/02/2018 13:19;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;MNG MARK. ON-LINE GEST FR (ALTM00GF)
INC000000989110;IBERIA;08/02/2018 13:43;27/02/2018 9:26;Resolved;[AVCD] In the FWB capturing option are eAWB in USA that does not belong to any USA agent;CARGO-AVCD;Application Tower;CARGO;Media;02.27[AVCD] Issue :-Colombia agent appearing in US FWB search Option Impact:- If user is unaware with Agent then one AWB can be captured two times Analysis:-FWB for the AWB came two time with different Origin that's why is started appearing in two countries. Steps Taken to Resolve:- No action taken as awb have already been captured in the correct country. Problem Ticket Required :- Yes(PBI000000052260 Can this incident be prevented:-No;Mantenimiento Cargo;INCIDENT;27/02/2018;SOFTWARE FAILURE;;19;SIN IDENTIFICAR (MADRID BARAJAS);REVENUE ACCOUNTING CARGO (3KEMI0TC)
INC000000989111;IBERIA;08/02/2018 13:11;08/02/2018 13:23;Resolved;Desde Centro de Soporte solicitan que se revise la plataforma de Iberia.com varias veces.;Operación Ordenadores Unisys;Server Tower;Server Tower;Baja;Resuelto;Unidad de Operaciones Ordenadores;INCIDENT;08/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000989113;IBERIA;08/02/2018 13:41;08/02/2018 13:41;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;ASIST.PAX T4_TRA_SER. AUX (AHMDST4E)
INC000000989115;IBERIA;08/02/2018 13:20;08/02/2018 13:20;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;MNG MARK. ON-LINE GEST FR (ALTM00GF)
INC000000989116;IBERIA;08/02/2018 13:21;08/02/2018 13:21;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000989117;IBERIA;08/02/2018 13:39;08/02/2018 13:47;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;Se resetea contraseña en TSA y se notifica a usuario;Unidad de Operaciones Ordenadores;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000989119;IBERIA;08/02/2018 13:56;12/02/2018 14:45;Resolved;[PORTAL EMPLEADO] Credenciales invalidad para ver su ficha;JAVA Apps Support;Application Tower;RRHH;Baja;user didnt respond for mails and calls closing this incident;Mantenimiento Corporativa y RRHH;INCIDENT;12/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;4;TERMINAL T4;ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000000989120;IBERIA;08/02/2018 13:59;08/02/2018 13:59;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);LINEA PROD. PANTALLAS (AMICN0AD)
INC000000989121;IBERIA;08/02/2018 13:53;09/02/2018 12:58;Resolved;Problema al acceder a VPN;MICROSOFT ACTIVE DIRECTORY;Server Tower;Server Tower;Media;restored;Unidad de Operaciones Ordenadores;INCIDENT;09/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. SERV. R.H. (3YRC00)
INC000000989122;IBERIA;08/02/2018 13:45;08/02/2018 13:45;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (BOGOTA);PER.LOCAL GERENCIA COLOMB (AGCV00C0)
INC000000989123;IBERIA;08/02/2018 13:40;08/02/2018 13:40;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD UNLOCK;0;EDIFICIO T.M.A. - ALMACENES;MNG INGENIERÍA DE ESTRUCT (AMIRT3)
INC000000989124;IBERIA;08/02/2018 13:58;08/02/2018 13:58;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);DPTO.PLANIFICACION (AMAV00C0)
INC000000989125;IBERIA;08/02/2018 13:40;08/02/2018 13:40;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000989127;IBERIA;08/02/2018 13:42;09/02/2018 13:55;Resolved;DCOGOLLUDO 659970662 VISIO;IAG EUC Support;EUC;EUC;Media;instalado visio pro;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;09/02/2018;SOFTWARE FAILURE;;1;EDIFICIO T.M.A. - ALMACENES;MNG MANTENIMIENTO EN LINE (AMIR02)
INC000000989128;IBERIA;08/02/2018 14:12;09/02/2018 12:08;Resolved;JB Reaccomm for BA524 07Feb;SERVICIOSRESIBER;Application Tower;PSS;Media;;Mantenimiento Pasaje;INCIDENT;09/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000989129;IBERIA;08/02/2018 13:49;08/02/2018 14:25;Resolved;[CARGO PORTAL] communication with customs;CARGO-PORTAL;Application Tower;CARGO;Alta;;Mantenimiento Cargo;INCIDENT;08/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR (MADRID BARAJAS);T.C.MAD- DOCUM. (AGDM00MA)
INC000000989130;IBERIA;08/02/2018 14:10;09/02/2018 12:58;Resolved;Usuario tiene permisos de VPN pero no puede acceder.;MICROSOFT ACTIVE DIRECTORY;Server Tower;Server Tower;Media;restored;Unidad de Operaciones Ordenadores;INCIDENT;09/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;EDIFICIO T.M.A. - ALMACENES;MNG INGENIERÍA DE ESTRUCT (AMIRT3)
INC000000989131;IBERIA;08/02/2018 13:58;12/02/2018 20:15;Resolved;Error en Pantalla de Transitos;IAG SITA Support;EUC;EUC;Media;FE Name:Jonathan Cevallos Date of intervention:2018-02-09 On site hours: 08:37 Off site hours:08:43 Work done: When we arrived at the location we did not observed any fault. The screens are working properly. Release Name:Maria;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;12/02/2018;HARDWARE FAILURE;;4;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000989132;IBERIA;08/02/2018 14:04;08/02/2018 16:25;Resolved;Fallo Software: Problemas al conectarse a WiIFI CORP;Conectividad de red;Network Tower;Network Tower;Media;[BT] Nos comunicamos con el usuario y nos informa que se está desplazando por Londres, nos indica que se puede cancelar la atención debido a que puede realizar sus labores con normalidad. Se procede con el cierre del caso a solicitud del usuario.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;08/02/2018;SOFTWARE FAILURE;;0;SISTEMAS(MANDOS-ANÁLISIS-PRODU;SEN MNG OPERACIONES SIS. (ASXAGR)
INC000000989133;IBERIA;08/02/2018 14:02;08/02/2018 14:02;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;08/02/2018;ACCESS FAILURE;;0;SIN IDENTIFICAR;
